VERTEX = 212
60.121679 -66.913061 43.680957
70.062927 -50.000000 50.903696
76.942088 -30.901699 55.901699
80.458511 -10.452846 58.456530
80.458511 10.452846 58.456530
76.942088 30.901699 55.901699
70.062927 50.000000 50.903696
60.121679 66.913061 43.680957
47.552826 80.901699 34.549150
32.905686 91.354546 23.907380
16.820409 97.814760 12.220743
10.395585 -97.814760 18.005681
20.336832 -91.354546 35.224427
29.389263 -80.901699 50.903696
37.157241 -66.913061 64.358230
43.301270 -50.000000 75.000000
47.552826 -30.901699 82.363910
49.726095 -10.452846 86.128123
49.726095 10.452846 86.128123
47.552826 30.901699 82.363910
43.301270 50.000000 75.000000
37.157241 66.913061 64.358230
29.389263 80.901699 50.903696
20.336832 91.354546 35.224427
10.395585 97.814760 18.005681
2.173269 -97.814760 20.677273
4.251556 -91.354546 40.450850
6.144029 -80.901699 58.456530
7.767979 -66.913061 73.907380
9.052430 -50.000000 86.128123
9.941248 -30.901699 94.584653
10.395585 -10.452846 98.907380
10.395585 10.452846 98.907380
9.941248 30.901699 94.584653
9.052430 50.000000 86.128123
7.767979 66.913061 73.907380
6.144029 80.901699 58.456530
4.251556 91.354546 40.450850
2.173269 97.814760 20.677273
-6.424825 -97.814760 19.773577
-12.568853 -91.354546 38.682953
-18.163563 -80.901699 55.901699
-22.964438 -66.913061 70.677273
-26.761657 -50.000000 82.363910
-29.389263 -30.901699 90.450850
-30.732417 -10.452846 94.584653
-30.732417 10.452846 94.584653
-29.389263 30.901699 90.450850
-26.761657 50.000000 82.363910
-22.964438 66.913061 70.677273
-18.163563 80.901699 55.901699
-12.568853 91.354546 38.682953
-6.424825 97.814760 19.773577
-13.912008 -97.814760 15.450850
-27.215994 -91.354546 30.226423
-39.330510 -80.901699 43.680957
-49.726095 -66.913061 55.226423
-57.948410 -50.000000 64.358230
-63.638102 -30.901699 70.677273
-66.546504 -10.452846 73.907380
-66.546504 10.452846 73.907380
-63.638102 30.901699 70.677273
-57.948410 50.000000 64.358230
-49.726095 66.913061 55.226423
-39.330510 80.901699 43.680957
-27.215994 91.354546 30.226423
-13.912008 97.814760 15.450850
-18.993678 -97.814760 8.456530
-37.157241 -91.354546 16.543470
-53.696855 -80.901699 23.907380
-67.889658 -66.913061 30.226423
-79.115357 -50.000000 35.224427
-86.883336 -30.901699 38.682953
-90.854096 -10.452846 40.450850
-90.854096 10.452846 40.450850
-86.883336 30.901699 38.682953
-79.115357 50.000000 35.224427
-67.889658 66.913061 30.226423
-53.696855 80.901699 23.907380
-37.157241 91.354546 16.543470
-18.993678 97.814760 8.456530
FACE = 420
0 2 16
2 17 16
2 3 17
3 18 17
3 4 18
4 19 18
4 5 19
5 20 19
5 6 20
6 21 20
6 7 21
7 22 21
7 8 22
8 23 22
8 9 23
9 24 23
9 10 24
10 25 24
10 11 25
11 26 25
11 12 26
12 27 26
12 13 27
13 28 27
13 14 28
14 29 28
14 15 29
15 1 29
0 16 30
16 31 30
16 17 31
17 32 31
17 18 32
18 33 32
18 19 33
19 34 33
19 20 34
20 35 34
20 21 35
21 36 35
21 22 36
22 37 36
22 23 37
23 38 37
23 24 38
24 39 38
24 25 39
25 40 39
25 26 40
26 41 40
26 27 41
27 42 41
27 28 42
28 43 42
28 29 43
29 1 43
0 30 44
30 45 44
30 31 45
31 46 45
31 32 46
32 47 46
32 33 47
33 48 47
33 34 48
34 49 48
34 35 49
35 50 49
35 36 50
36 51 50
36 37 51
37 52 51
37 38 52
38 53 52
38 39 53
39 54 53
39 40 54
40 55 54
40 41 55
41 56 55
41 42 56
42 57 56
42 43 57
43 1 57
0 44 58
44 59 58
44 45 59
45 60 59
45 46 60
46 61 60
46 47 61
47 62 61
47 48 62
48 63 62
48 49 63
49 64 63
49 50 64
50 65 64
50 51 65
51 66 65
51 52 66
52 67 66
52 53 67
53 68 67
53 54 68
54 69 68
54 55 69
55 70 69
55 56 70
56 71 70
56 57 71
57 1 71
0 58 72
58 73 72
58 59 73
59 74 73
59 60 74
60 75 74
60 61 75
61 76 75
61 62 76
62 77 76
62 63 77
63 78 77
63 64 78
64 79 78
64 65 79
65 80 79
65 66 80
66 81 80
66 67 81
67 82 81
67 68 82
68 83 82
68 69 83
69 84 83
69 70 84
70 85 84
70 71 85
71 1 85
0 72 86
72 87 86
72 73 87
73 88 87
73 74 88
74 89 88
74 75 89
75 90 89
75 76 90
76 91 90
76 77 91
77 92 91
77 78 92
78 93 92
78 79 93
79 94 93
79 80 94
80 95 94
80 81 95
81 96 95
81 82 96
82 97 96
82 83 97
83 98 97
83 84 98
84 99 98
84 85 99
85 1 99
0 86 100
86 101 100
86 87 101
87 102 101
87 88 102
88 103 102
88 89 103
89 104 103
89 90 104
90 105 104
90 91 105
91 106 105
91 92 106
92 107 106
92 93 107
93 108 107
93 94 108
94 109 108
94 95 109
95 110 109
95 96 110
96 111 110
96 97 111
97 112 111
97 98 112
98 113 112
98 99 113
99 1 113
0 100 114
100 115 114
100 101 115
101 116 115
101 102 116
102 117 116
102 103 117
103 118 117
103 104 118
104 119 118
104 105 119
105 120 119
105 106 120
106 121 120
106 107 121
107 122 121
107 108 122
108 123 122
108 109 123
109 124 123
109 110 124
110 125 124
110 111 125
111 126 125
111 112 126
112 127 126
112 113 127
113 1 127
0 114 128
114 129 128
114 115 129
115 130 129
115 116 130
116 131 130
116 117 131
117 132 131
117 118 132
118 133 132
118 119 133
119 134 133
119 120 134
120 135 134
120 121 135
121 136 135
121 122 136
122 137 136
122 123 137
123 138 137
123 124 138
124 139 138
124 125 139
125 140 139
125 126 140
126 141 140
126 127 141
127 1 141
0 128 142
128 143 142
128 129 143
129 144 143
129 130 144
130 145 144
130 131 145
131 146 145
131 132 146
132 147 146
132 133 147
133 148 147
133 134 148
134 149 148
134 135 149
135 150 149
135 136 150
136 151 150
136 137 151
137 152 151
137 138 152
138 153 152
138 139 153
139 154 153
139 140 154
140 155 154
140 141 155
141 1 155
0 142 156
142 157 156
142 143 157
143 158 157
143 144 158
144 159 158
144 145 159
145 160 159
145 146 160
146 161 160
146 147 161
147 162 161
147 148 162
148 163 162
148 149 163
149 164 163
149 150 164
150 165 164
150 151 165
151 166 165
151 152 166
152 167 166
152 153 167
153 168 167
153 154 168
154 169 168
154 155 169
155 1 169
0 156 170
156 171 170
156 157 171
157 172 171
157 158 172
158 173 172
158 159 173
159 174 173
159 160 174
160 175 174
160 161 175
161 176 175
161 162 176
162 177 176
162 163 177
163 178 177
163 164 178
164 179 178
164 165 179
165 180 179
165 166 180
166 181 180
166 167 181
167 182 181
167 168 182
168 183 182
168 169 183
169 1 183
0 170 184
170 185 184
170 171 185
171 186 185
171 172 186
172 187 186
172 173 187
173 188 187
173 174 188
174 189 188
174 175 189
175 190 189
175 176 190
176 191 190
176 177 191
177 192 191
177 178 192
178 193 192
178 179 193
179 194 193
179 180 194
180 195 194
180 181 195
181 196 195
181 182 196
182 197 196
182 183 197
183 1 197
0 184 198
184 199 198
184 185 199
185 200 199
185 186 200
186 201 200
186 187 201
187 202 201
187 188 202
188 203 202
188 189 203
189 204 203
189 190 204
190 205 204
190 191 205
191 206 205
191 192 206
192 207 206
192 193 207
193 208 207
193 194 208
194 209 208
194 195 209
195 210 209
195 196 210
196 211 210
196 197 211
197 1 211
0 198 2
198 3 2
198 199 3
199 4 3
199 200 4
200 5 4
200 201 5
201 6 5
201 202 6
202 7 6
202 203 7
203 8 7
203 204 8
204 9 8
204 205 9
205 10 9
205 206 10
206 11 10
206 207 11
207 12 11
207 208 12
208 13 12
208 209 13
209 14 13
209 210 14
210 15 14
210 211 15
211 1 15
