VERTEX = 212
35.031463 -50.000000 -25.451848
30.060840 -66.913061 -21.840478
23.776413 -80.901699 -17.274575
16.452843 -91.354546 -11.953690
8.410205 -97.814760 -6.110371
5.197792 97.814760 -9.002840
10.168416 91.354546 -17.612213
14.694631 80.901699 -25.451848
18.578621 66.913061 -32.179115
21.650635 50.000000 -37.500000
23.776413 30.901699 -41.181955
24.863047 10.452846 -43.064061
24.863047 -10.452846 -43.064061
23.776413 -30.901699 -41.181955
21.650635 -50.000000 -37.500000
18.578621 -66.913061 -32.179115
14.694631 -80.901699 -25.451848
10.168416 -91.354546 -17.612213
5.197792 -97.814760 -9.002840
1.086634 97.814760 -10.338636
2.125778 91.354546 -20.225425
3.072014 80.901699 -29.228265
3.883989 66.913061 -36.953690
4.526215 50.000000 -43.064061
4.970624 30.901699 -47.292326
5.197792 10.452846 -49.453690
5.197792 -10.452846 -49.453690
4.970624 -30.901699 -47.292326
4.526215 -50.000000 -43.064061
3.883989 -66.913061 -36.953690
3.072014 -80.901699 -29.228265
2.125778 -91.354546 -20.225425
1.086634 -97.814760 -10.338636
-3.212412 97.814760 -9.886788
-6.284427 91.354546 -19.341477
-9.081782 80.901699 -27.950850
-11.482219 66.913061 -35.338636
-13.380828 50.000000 -41.181955
-14.694631 30.901699 -45.225425
-15.366208 10.452846 -47.292326
-15.366208 -10.452846 -47.292326
-14.694631 -30.901699 -45.225425
-13.380828 -50.000000 -41.181955
-11.482219 -66.913061 -35.338636
-9.081782 -80.901699 -27.950850
-6.284427 -91.354546 -19.341477
-3.212412 -97.814760 -9.886788
-6.956004 97.814760 -7.725425
-13.607997 91.354546 -15.113212
-19.665255 80.901699 -21.840478
-24.863047 66.913061 -27.613212
-28.974205 50.000000 -32.179115
-31.819051 30.901699 -35.338636
-33.273252 10.452846 -36.953690
-33.273252 -10.452846 -36.953690
-31.819051 -30.901699 -35.338636
-28.974205 -50.000000 -32.179115
-24.863047 -66.913061 -27.613212
-19.665255 -80.901699 -21.840478
-13.607997 -91.354546 -15.113212
-6.956004 -97.814760 -7.725425
-9.496839 97.814760 -4.228265
-18.578621 91.354546 -8.271735
-26.848427 80.901699 -11.953690
-33.944829 66.913061 -15.113212
-39.557679 50.000000 -17.612213
-43.441668 30.901699 -19.341477
-45.427048 10.452846 -20.225425
-45.427048 -10.452846 -20.225425
-43.441668 -30.901699 -19.341477
-39.557679 -50.000000 -17.612213
-33.944829 -66.913061 -15.113212
-26.848427 -80.901699 -11.953690
-18.578621 -91.354546 -8.271735
-9.496839 -97.814760 -4.228265
FACE = 420
0 2 16
2 17 16
2 3 17
3 18 17
3 4 18
4 19 18
4 5 19
5 20 19
5 6 20
6 21 20
6 7 21
7 22 21
7 8 22
8 23 22
8 9 23
9 24 23
9 10 24
10 25 24
10 11 25
11 26 25
11 12 26
12 27 26
12 13 27
13 28 27
13 14 28
14 29 28
14 15 29
15 1 29
0 16 30
16 31 30
16 17 31
17 32 31
17 18 32
18 33 32
18 19 33
19 34 33
19 20 34
20 35 34
20 21 35
21 36 35
21 22 36
22 37 36
22 23 37
23 38 37
23 24 38
24 39 38
24 25 39
25 40 39
25 26 40
26 41 40
26 27 41
27 42 41
27 28 42
28 43 42
28 29 43
29 1 43
0 30 44
30 45 44
30 31 45
31 46 45
31 32 46
32 47 46
32 33 47
33 48 47
33 34 48
34 49 48
34 35 49
35 50 49
35 36 50
36 51 50
36 37 51
37 52 51
37 38 52
38 53 52
38 39 53
39 54 53
39 40 54
40 55 54
40 41 55
41 56 55
41 42 56
42 57 56
42 43 57
43 1 57
0 44 58
44 59 58
44 45 59
45 60 59
45 46 60
46 61 60
46 47 61
47 62 61
47 48 62
48 63 62
48 49 63
49 64 63
49 50 64
50 65 64
50 51 65
51 66 65
51 52 66
52 67 66
52 53 67
53 68 67
53 54 68
54 69 68
54 55 69
55 70 69
55 56 70
56 71 70
56 57 71
57 1 71
0 58 72
58 73 72
58 59 73
59 74 73
59 60 74
60 75 74
60 61 75
61 76 75
61 62 76
62 77 76
62 63 77
63 78 77
63 64 78
64 79 78
64 65 79
65 80 79
65 66 80
66 81 80
66 67 81
67 82 81
67 68 82
68 83 82
68 69 83
69 84 83
69 70 84
70 85 84
70 71 85
71 1 85
0 72 86
72 87 86
72 73 87
73 88 87
73 74 88
74 89 88
74 75 89
75 90 89
75 76 90
76 91 90
76 77 91
77 92 91
77 78 92
78 93 92
78 79 93
79 94 93
79 80 94
80 95 94
80 81 95
81 96 95
81 82 96
82 97 96
82 83 97
83 98 97
83 84 98
84 99 98
84 85 99
85 1 99
0 86 100
86 101 100
86 87 101
87 102 101
87 88 102
88 103 102
88 89 103
89 104 103
89 90 104
90 105 104
90 91 105
91 106 105
91 92 106
92 107 106
92 93 107
93 108 107
93 94 108
94 109 108
94 95 109
95 110 109
95 96 110
96 111 110
96 97 111
97 112 111
97 98 112
98 113 112
98 99 113
99 1 113
0 100 114
100 115 114
100 101 115
101 116 115
101 102 116
102 117 116
102 103 117
103 118 117
103 104 118
104 119 118
104 105 119
105 120 119
105 106 120
106 121 120
106 107 121
107 122 121
107 108 122
108 123 122
108 109 123
109 124 123
109 110 124
110 125 124
110 111 125
111 126 125
111 112 126
112 127 126
112 113 127
113 1 127
0 114 128
114 129 128
114 115 129
115 130 129
115 116 130
116 131 130
116 117 131
117 132 131
117 118 132
118 133 132
118 119 133
119 134 133
119 120 134
120 135 134
120 121 135
121 136 135
121 122 136
122 137 136
122 123 137
123 138 137
123 124 138
124 139 138
124 125 139
125 140 139
125 126 140
126 141 140
126 127 141
127 1 141
0 128 142
128 143 142
128 129 143
129 144 143
129 130 144
130 145 144
130 131 145
131 146 145
131 132 146
132 147 146
132 133 147
133 148 147
133 134 148
134 149 148
134 135 149
135 150 149
135 136 150
136 151 150
136 137 151
137 152 151
137 138 152
138 153 152
138 139 153
139 154 153
139 140 154
140 155 154
140 141 155
141 1 155
0 142 156
142 157 156
142 143 157
143 158 157
143 144 158
144 159 158
144 145 159
145 160 159
145 146 160
146 161 160
146 147 161
147 162 161
147 148 162
148 163 162
148 149 163
149 164 163
149 150 164
150 165 164
150 151 165
151 166 165
151 152 166
152 167 166
152 153 167
153 168 167
153 154 168
154 169 168
154 155 169
155 1 169
0 156 170
156 171 170
156 157 171
157 172 171
157 158 172
158 173 172
158 159 173
159 174 173
159 160 174
160 175 174
160 161 175
161 176 175
161 162 176
162 177 176
162 163 177
163 178 177
163 164 178
164 179 178
164 165 179
165 180 179
165 166 180
166 181 180
166 167 181
167 182 181
167 168 182
168 183 182
168 169 183
169 1 183
0 170 184
170 185 184
170 171 185
171 186 185
171 172 186
172 187 186
172 173 187
173 188 187
173 174 188
174 189 188
174 175 189
175 190 189
175 176 190
176 191 190
176 177 191
177 192 191
177 178 192
178 193 192
178 179 193
179 194 193
179 180 194
180 195 194
180 181 195
181 196 195
181 182 196
182 197 196
182 183 197
183 1 197
0 184 198
184 199 198
184 185 199
185 200 199
185 186 200
186 201 200
186 187 201
187 202 201
187 188 202
188 203 202
188 189 203
189 204 203
189 190 204
190 205 204
190 191 205
191 206 205
191 192 206
192 207 206
192 193 207
193 208 207
193 194 208
194 209 208
194 195 209
195 210 209
195 196 210
196 211 210
196 197 211
197 1 211
0 198 2
198 3 2
198 199 3
199 4 3
199 200 4
200 5 4
200 201 5
201 6 5
201 202 6
202 7 6
202 203 7
203 8 7
203 204 8
204 9 8
204 205 9
205 10 9
205 206 10
206 11 10
206 207 11
207 12 11
207 208 12
208 13 12
208 209 13
209 14 13
209 210 14
210 15 14
210 211 15
211 1 15
