VERTEX = 240
72.491495 -48.907380 -52.668154
57.125287 -40.450850 -41.503950
45.870236 -25.000000 -33.326677
40.672444 -5.226423 -29.550260
42.430655 15.450850 -30.827676
50.840860 33.456530 -36.938047
64.448857 45.677273 -46.824835
80.901699 50.000000 -58.778525
50.000000 50.000000 -86.602540
60.168416 45.677273 -104.214754
68.578621 33.456530 -118.781655
73.776413 15.450850 -127.784496
74.863047 -5.226423 -129.666602
71.650635 -25.000000 -124.102540
64.694631 -40.450850 -112.054388
55.197792 -48.907380 -95.605381
44.802208 -48.907380 -77.599700
35.305369 -40.450850 -61.150692
28.349365 -25.000000 -49.102540
25.136953 -5.226423 -43.538479
26.223587 15.450850 -45.420585
31.421379 33.456530 -54.423426
39.831584 45.677273 -68.990327
50.000000 50.000000 -86.602540
10.452846 50.000000 -99.452190
12.578624 45.677273 -119.677614
14.336836 33.456530 -136.405880
15.423470 15.450850 -146.744516
15.650639 -5.226423 -148.905880
14.979062 -25.000000 -142.516251
13.524861 -40.450850 -128.680455
11.539481 -48.907380 -109.790826
9.366212 -48.907380 -89.113553
7.380832 -40.450850 -70.223924
5.926631 -25.000000 -56.388128
5.255054 -5.226423 -49.998500
5.482223 15.450850 -52.159863
6.568857 33.456530 -62.498500
8.327069 45.677273 -79.226765
10.452846 50.000000 -99.452190
-30.901699 50.000000 -95.105652
-37.186126 45.677273 -114.447128
-42.383918 33.456530 -130.444288
-45.596331 15.450850 -140.331076
-46.267908 -5.226423 -142.397978
-44.282528 -25.000000 -136.287607
-39.983481 -40.450850 -123.056501
-34.114112 -48.907380 -104.992440
-27.689287 -48.907380 -85.218863
-21.819918 -40.450850 -67.154802
-17.520871 -25.000000 -53.923696
-15.535491 -5.226423 -47.813325
-16.207068 15.450850 -49.880227
-19.419480 33.456530 -59.767015
-24.617273 45.677273 -75.764175
-30.901699 50.000000 -95.105652
-66.913061 50.000000 -74.314483
-80.521057 45.677273 -89.427694
-91.776108 33.456530 -101.927694
-98.732112 15.450850 -109.653119
-100.186313 -5.226423 -111.268173
-95.887266 -25.000000 -106.493597
-86.578316 -40.450850 -96.154961
-73.869064 -48.907380 -82.039907
-59.957057 -48.907380 -66.589058
-47.247806 -40.450850 -52.474004
-37.938855 -25.000000 -42.135368
-33.639809 -5.226423 -37.360793
-35.094009 15.450850 -38.975846
-42.050013 33.456530 -46.701271
-53.305064 45.677273 -59.201271
-66.913061 50.000000 -74.314483
-91.354546 50.000000 -40.673664
-109.933166 45.677273 -48.945399
-125.299375 33.456530 -55.786876
-134.796214 15.450850 -60.015141
-136.781594 -5.226423 -60.899089
-130.912224 -25.000000 -58.285878
-118.202973 -40.450850 -52.627354
-100.851385 -48.907380 -44.901929
-81.857707 -48.907380 -36.445399
-64.506118 -40.450850 -28.719974
-51.796867 -25.000000 -23.061451
-45.927498 -5.226423 -20.448239
-47.912878 15.450850 -21.332188
-57.409717 33.456530 -25.560453
-72.775925 45.677273 -32.401929
-91.354546 50.000000 -40.673664
FACE = 450
0 17 16
0 1 17
1 18 17
1 2 18
2 19 18
2 3 19
3 20 19
3 4 20
4 21 20
4 5 21
5 22 21
5 6 22
6 23 22
6 7 23
7 24 23
7 8 24
8 25 24
8 9 25
9 26 25
9 10 26
10 27 26
10 11 27
11 28 27
11 12 28
12 29 28
12 13 29
13 30 29
13 14 30
14 31 30
14 15 31
16 33 32
16 17 33
17 34 33
17 18 34
18 35 34
18 19 35
19 36 35
19 20 36
20 37 36
20 21 37
21 38 37
21 22 38
22 39 38
22 23 39
23 40 39
23 24 40
24 41 40
24 25 41
25 42 41
25 26 42
26 43 42
26 27 43
27 44 43
27 28 44
28 45 44
28 29 45
29 46 45
29 30 46
30 47 46
30 31 47
32 49 48
32 33 49
33 50 49
33 34 50
34 51 50
34 35 51
35 52 51
35 36 52
36 53 52
36 37 53
37 54 53
37 38 54
38 55 54
38 39 55
39 56 55
39 40 56
40 57 56
40 41 57
41 58 57
41 42 58
42 59 58
42 43 59
43 60 59
43 44 60
44 61 60
44 45 61
45 62 61
45 46 62
46 63 62
46 47 63
48 65 64
48 49 65
49 66 65
49 50 66
50 67 66
50 51 67
51 68 67
51 52 68
52 69 68
52 53 69
53 70 69
53 54 70
54 71 70
54 55 71
55 72 71
55 56 72
56 73 72
56 57 73
57 74 73
57 58 74
58 75 74
58 59 75
59 76 75
59 60 76
60 77 76
60 61 77
61 78 77
61 62 78
62 79 78
62 63 79
64 81 80
64 65 81
65 82 81
65 66 82
66 83 82
66 67 83
67 84 83
67 68 84
68 85 84
68 69 85
69 86 85
69 70 86
70 87 86
70 71 87
71 88 87
71 72 88
72 89 88
72 73 89
73 90 89
73 74 90
74 91 90
74 75 91
75 92 91
75 76 92
76 93 92
76 77 93
77 94 93
77 78 94
78 95 94
78 79 95
80 97 96
80 81 97
81 98 97
81 82 98
82 99 98
82 83 99
83 100 99
83 84 100
84 101 100
84 85 101
85 102 101
85 86 102
86 103 102
86 87 103
87 104 103
87 88 104
88 105 104
88 89 105
89 106 105
89 90 106
90 107 106
90 91 107
91 108 107
91 92 108
92 109 108
92 93 109
93 110 109
93 94 110
94 111 110
94 95 111
96 113 112
96 97 113
97 114 113
97 98 114
98 115 114
98 99 115
99 116 115
99 100 116
100 117 116
100 101 117
101 118 117
101 102 118
102 119 118
102 103 119
103 120 119
103 104 120
104 121 120
104 105 121
105 122 121
105 106 122
106 123 122
106 107 123
107 124 123
107 108 124
108 125 124
108 109 125
109 126 125
109 110 126
110 127 126
110 111 127
112 129 128
112 113 129
113 130 129
113 114 130
114 131 130
114 115 131
115 132 131
115 116 132
116 133 132
116 117 133
117 134 133
117 118 134
118 135 134
118 119 135
119 136 135
119 120 136
120 137 136
120 121 137
121 138 137
121 122 138
122 139 138
122 123 139
123 140 139
123 124 140
124 141 140
124 125 141
125 142 141
125 126 142
126 143 142
126 127 143
128 145 144
128 129 145
129 146 145
129 130 146
130 147 146
130 131 147
131 148 147
131 132 148
132 149 148
132 133 149
133 150 149
133 134 150
134 151 150
134 135 151
135 152 151
135 136 152
136 153 152
136 137 153
137 154 153
137 138 154
138 155 154
138 139 155
139 156 155
139 140 156
140 157 156
140 141 157
141 158 157
141 142 158
142 159 158
142 143 159
144 161 160
144 145 161
145 162 161
145 146 162
146 163 162
146 147 163
147 164 163
147 148 164
148 165 164
148 149 165
149 166 165
149 150 166
150 167 166
150 151 167
151 168 167
151 152 168
152 169 168
152 153 169
153 170 169
153 154 170
154 171 170
154 155 171
155 172 171
155 156 172
156 173 172
156 157 173
157 174 173
157 158 174
158 175 174
158 159 175
160 177 176
160 161 177
161 178 177
161 162 178
162 179 178
162 163 179
163 180 179
163 164 180
164 181 180
164 165 181
165 182 181
165 166 182
166 183 182
166 167 183
167 184 183
167 168 184
168 185 184
168 169 185
169 186 185
169 170 186
170 187 186
170 171 187
171 188 187
171 172 188
172 189 188
172 173 189
173 190 189
173 174 190
174 191 190
174 175 191
176 193 192
176 177 193
177 194 193
177 178 194
178 195 194
178 179 195
179 196 195
179 180 196
180 197 196
180 181 197
181 198 197
181 182 198
182 199 198
182 183 199
183 200 199
183 184 200
184 201 200
184 185 201
185 202 201
185 186 202
186 203 202
186 187 203
187 204 203
187 188 204
188 205 204
188 189 205
189 206 205
189 190 206
190 207 206
190 191 207
192 209 208
192 193 209
193 210 209
193 194 210
194 211 210
194 195 211
195 212 211
195 196 212
196 213 212
196 197 213
197 214 213
197 198 214
198 215 214
198 199 215
199 216 215
199 200 216
200 217 216
200 201 217
201 218 217
201 202 218
202 219 218
202 203 219
203 220 219
203 204 220
204 221 220
204 205 221
205 222 221
205 206 222
206 223 222
206 207 223
208 225 224
208 209 225
209 226 225
209 210 226
210 227 226
210 211 227
211 228 227
211 212 228
212 229 228
212 213 229
213 230 229
213 214 230
214 231 230
214 215 231
215 232 231
215 216 232
216 233 232
216 217 233
217 234 233
217 218 234
218 235 234
218 219 235
219 236 235
219 220 236
220 237 236
220 221 237
221 238 237
221 222 238
222 239 238
222 223 239
224 1 0
224 225 1
225 2 1
225 226 2
226 3 2
226 227 3
227 4 3
227 228 4
228 5 4
228 229 5
229 6 5
229 230 6
230 7 6
230 231 7
231 8 7
231 232 8
232 9 8
232 233 9
233 10 9
233 234 10
234 11 10
234 235 11
235 12 11
235 236 12
236 13 12
236 237 13
237 14 13
237 238 14
238 15 14
238 239 15
